   1 	    12.7522 
   2 	    16.0721 
   3 	    19.3359 
   4 	    22.6559 
   5 	    25.9195 
   6 	    29.2318 
   7 	    32.6769 
   8 	    35.7809 
   9 	    39.1968 
  10 	    42.5521 
  11 	    45.8644 
  12 	    49.2164 
  13 	    52.5043 
  14 	    55.6164 
  15 	    59.0963 
  16 	    62.4244 
  17 	    65.6864 
  18 	    68.9023 
  19 	    72.2303 
  20 	    75.6218 
  21 	    78.8299 
  22 	    82.2217 
  23 	    85.4955 
  24 	    88.8396 
  25 	    92.0955 
