   1 	     5.3566 
   2 	     8.7004 
   3 	    12.0234 
   4 	    15.3970 
   5 	    18.7089 
   6 	    22.0002 
   7 	    25.3518 
   8 	    28.6719 
   9 	    31.9598 
  10 	    35.2958 
  11 	    38.6476 
  12 	    42.0017 
  13 	    45.3060 
  14 	    48.6660 
  15 	    51.9564 
  16 	    55.3403 
  17 	    58.5883 
  18 	    61.8442 
  19 	    65.1786 
  20 	    68.5305 
  21 	    71.8265 
  22 	    75.0904 
  23 	    78.4583 
  24 	    81.7462 
  25 	    84.9700 
