   1 	     3.6219 
   2 	     6.8940 
   3 	    10.3097 
   4 	    13.6750 
   5 	    16.9541 
   6 	    20.2587 
   7 	    23.5064 
   8 	    26.9184 
   9 	    30.1102 
  10 	    33.4940 
  11 	    36.8207 
  12 	    39.9965 
  13 	    43.4073 
  14 	    46.6474 
  15 	    49.9351 
  16 	    53.2626 
  17 	    56.6545 
  18 	    59.9504 
  19 	    63.2622 
  20 	    66.6061 
  21 	    69.8540 
  22 	    73.2514 
  23 	    76.3396 
  24 	    79.7493 
  25 	    83.0132 
