   1 	     2.9041 
   2 	     6.1757 
   3 	     9.5838 
   4 	    12.7678 
   5 	    16.2758 
   6 	    19.6739 
   7 	    22.8980 
   8 	    26.2498 
   9 	    29.5697 
  10 	    32.8899 
  11 	    36.1537 
  12 	    39.4978 
  13 	    42.7216 
  14 	    46.1405 
  15 	    49.3965 
  16 	    52.7323 
  17 	    56.0226 
  18 	    59.4351 
  19 	    62.6590 
  20 	    66.0108 
  21 	    69.2987 
  22 	    72.5946 
  23 	    75.9436 
  24 	    79.1835 
  25 	    82.5114 
