#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35EC8
#Date Time: 2018-12-03 10:01:53.422
#Sample rate: 5000Hz
#Samples: 11122
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -2 V

Time (s),Channel 1 (V)
-0.5,0.83339021233767907
-0.49980000000000002,0.7869375536227099
-0.49960000000000004,0.7869375536227099
-0.49940000000000007,0.7869375536227099
-0.49920000000000009,0.7869375536227099
-0.49900000000000011,0.7869375536227099
-0.49880000000000013,0.7869375536227099
-0.49860000000000015,0.7869375536227099
-0.49840000000000018,0.7869375536227099
-0.4982000000000002,0.78660574891760338
-0.49800000000000022,0.78693755362270934
-0.4977999999999998,0.7869375536227099
-0.49759999999999982,0.7869375536227099
-0.49739999999999984,0.7869375536227099
-0.49719999999999986,0.7869375536227099
-0.49699999999999989,0.7869375536227099
-0.49679999999999991,0.7869375536227099
-0.49659999999999993,0.78660574891760282
-0.49639999999999995,0.7869375536227099
-0.49619999999999997,0.7869375536227099
-0.496,0.7869375536227099
-0.49580000000000002,0.78660574891760282
-0.49560000000000004,0.78660574891760282
-0.49540000000000006,0.7869375536227099
-0.49520000000000008,0.7869375536227099
-0.49500000000000011,0.7869375536227099
-0.49480000000000013,0.7869375536227099
-0.49460000000000015,0.7869375536227099
-0.49440000000000017,0.7869375536227099
-0.49420000000000019,0.78660574891760338
-0.49400000000000022,0.78660574891760282
-0.49379999999999979,0.78660574891760282
-0.49359999999999982,0.78660574891760282
-0.49339999999999984,0.78660574891760282
-0.49319999999999986,0.78660574891760282
-0.49299999999999988,0.78660574891760282
-0.4927999999999999,0.78660574891760282
-0.49259999999999993,0.78660574891760282
-0.49239999999999995,0.7869375536227099
-0.49219999999999997,0.7869375536227099
-0.49199999999999999,0.78660574891760282
-0.49180000000000001,0.78660574891760282
-0.49160000000000004,0.78660574891760282
-0.49140000000000006,0.7869375536227099
-0.49120000000000008,0.78660574891760282
-0.4910000000000001,0.7869375536227099
